,point index,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1493,1601,Food,Food & Drink Shop,Dessert Shop,Japanese Restaurant,Restaurant,Clothing Store,Bar,Italian Restaurant,Café,French Restaurant
1494,1602,Food,Bar,Clothing Store,Food & Drink Shop,Japanese Restaurant,Restaurant,Shop & Service,Coffee Shop,Creperie,Dessert Shop
1495,1603,Food,Shop & Service,French Restaurant,Bar,Clothing Store,Restaurant,Creperie,Food & Drink Shop,Dessert Shop,Outdoors & Recreation
1496,1604,Bar,Food,Food & Drink Shop,French Restaurant,Shop & Service,Hotel,Café,Asian Restaurant,Japanese Restaurant,Plaza
1497,1605,Bar,Hotel,Shop & Service,Coffee Shop,Plaza,Athletics & Sports,Japanese Restaurant,French Restaurant,Food & Drink Shop,
1498,1606,Restaurant,Shop & Service,Hotel,Athletics & Sports,Bakery,Bar,Clothing Store,French Restaurant,Asian Restaurant,
1499,1607,Asian Restaurant,Food,Coffee Shop,Bakery,Restaurant,French Restaurant,Athletics & Sports,Bar,Breakfast Spot,Clothing Store
1500,1608,French Restaurant,Coffee Shop,Food,Bar,Restaurant,Shop & Service,Bakery,Breakfast Spot,Chinese Restaurant,Creperie
1501,1609,French Restaurant,Food,Asian Restaurant,Bakery,Café,Creperie,,,,
1502,1610,Asian Restaurant,Food,Bakery,Japanese Restaurant,French Restaurant,,,,,
1503,1611,Italian Restaurant,French Restaurant,Food,Bar,Japanese Restaurant,Hotel,Food & Drink Shop,Restaurant,,
1504,1612,Italian Restaurant,Food & Drink Shop,French Restaurant,Food,Restaurant,,,,,
1505,1613,Bakery,French Restaurant,,,,,,,,
1506,1614,Shop & Service,Plaza,Coffee Shop,,,,,,,
1507,1615,Pharmacy,Hotel,,,,,,,,
1508,1616,Hotel,Food,,,,,,,,
1509,1617,Asian Restaurant,French Restaurant,Food & Drink Shop,Bakery,Bar,Food,,,,
1510,1618,Asian Restaurant,Food & Drink Shop,Chinese Restaurant,French Restaurant,Bar,,,,,
1511,1619,Café,Food & Drink Shop,,,,,,,,
1512,1624,Plaza,Hotel,,,,,,,,
1513,1625,Asian Restaurant,Plaza,Café,Chinese Restaurant,,,,,,
1514,1626,Chinese Restaurant,Asian Restaurant,Plaza,Café,Food & Drink Shop,Food,,,,
1515,1627,Asian Restaurant,Chinese Restaurant,Food & Drink Shop,Food,Dessert Shop,,,,,
1516,1628,Asian Restaurant,Food & Drink Shop,Chinese Restaurant,Coffee Shop,Food,Dessert Shop,,,,
1517,1629,Asian Restaurant,Outdoors & Recreation,French Restaurant,Food,Coffee Shop,,,,,
1518,1630,French Restaurant,Outdoors & Recreation,,,,,,,,
1519,1631,Café,Chinese Restaurant,French Restaurant,,,,,,,
1520,1633,Japanese Restaurant,Food & Drink Shop,,,,,,,,
1521,1634,Food & Drink Shop,,,,,,,,,
1522,1637,Food,,,,,,,,,
1523,1638,French Restaurant,Food,Asian Restaurant,Bar,Japanese Restaurant,Hotel,,,,
1524,1639,French Restaurant,Asian Restaurant,Plaza,Bar,Japanese Restaurant,,,,,
1525,1640,Shop & Service,Bar,Café,,,,,,,
1526,1641,Hotel,,,,,,,,,
1527,1642,Italian Restaurant,,,,,,,,,
1528,1643,Bar,Italian Restaurant,French Restaurant,,,,,,,
1529,1644,French Restaurant,Bar,Restaurant,Shop & Service,Athletics & Sports,Bakery,Japanese Restaurant,Café,Hotel,Food & Drink Shop
1530,1645,French Restaurant,Restaurant,Bar,Italian Restaurant,Food,Shop & Service,Plaza,Bakery,Japanese Restaurant,Hotel
1531,1646,Food,French Restaurant,Hotel,Shop & Service,Dessert Shop,Italian Restaurant,Bakery,Plaza,Restaurant,Japanese Restaurant
1532,1647,French Restaurant,Shop & Service,Japanese Restaurant,Clothing Store,Coffee Shop,Food,Dessert Shop,Italian Restaurant,Restaurant,Bakery
1533,1648,Café,Restaurant,Coffee Shop,Outdoors & Recreation,Bar,Hotel,French Restaurant,Food,Department Store,
1534,1649,Clothing Store,Shop & Service,Café,Food,Bakery,Bar,Coffee Shop,Department Store,Restaurant,Dessert Shop
1535,1650,Shop & Service,Bar,Coffee Shop,Bakery,Restaurant,Food,Athletics & Sports,Breakfast Spot,Clothing Store,Asian Restaurant
1536,1651,Food,Shop & Service,Bar,Asian Restaurant,French Restaurant,Restaurant,Creperie,Athletics & Sports,Bakery,Hotel
1537,1652,Asian Restaurant,Hotel,Shop & Service,Bar,Food,Athletics & Sports,Bakery,Plaza,French Restaurant,Food & Drink Shop
1538,1653,Restaurant,Food & Drink Shop,Athletics & Sports,Shop & Service,Bakery,Bar,Café,Coffee Shop,Food,Asian Restaurant
1539,1654,Restaurant,Shop & Service,Italian Restaurant,Food,Coffee Shop,Bar,French Restaurant,Food & Drink Shop,Clothing Store,
1540,1655,Bar,Coffee Shop,Asian Restaurant,Restaurant,Food,Italian Restaurant,French Restaurant,Clothing Store,Shop & Service,Hotel
1541,1656,Bar,Coffee Shop,French Restaurant,Asian Restaurant,Restaurant,Food,Hotel,Breakfast Spot,Shop & Service,Dessert Shop
1542,1657,Breakfast Spot,,,,,,,,,
1543,1658,Asian Restaurant,French Restaurant,Food,Bakery,Bar,Café,,,,
1544,1659,Food,Bar,French Restaurant,Asian Restaurant,Food & Drink Shop,Bakery,Japanese Restaurant,Café,Restaurant,
1545,1660,French Restaurant,Food & Drink Shop,Asian Restaurant,Restaurant,,,,,,
1546,1661,Japanese Restaurant,Bakery,Nightlife Spot,Hotel,French Restaurant,Food & Drink Shop,,,,
1547,1662,Bakery,Hotel,Restaurant,,,,,,,
1548,1663,Dessert Shop,Hotel,Restaurant,,,,,,,
1549,1665,Bar,French Restaurant,,,,,,,,
1550,1667,Café,,,,,,,,,
1551,1668,Restaurant,,,,,,,,,
1552,1669,Restaurant,,,,,,,,,
1553,1670,Shop & Service,,,,,,,,,
1554,1673,Coffee Shop,Food & Drink Shop,,,,,,,,
1555,1674,Chinese Restaurant,Food & Drink Shop,Asian Restaurant,Bakery,Coffee Shop,,,,,
1556,1675,Asian Restaurant,Chinese Restaurant,Food & Drink Shop,Coffee Shop,Food,,,,,
1557,1676,Asian Restaurant,Coffee Shop,,,,,,,,
1558,1677,Asian Restaurant,Bar,Hotel,Food,Creperie,,,,,
1559,1678,Plaza,Café,Hotel,,,,,,,
1560,1679,Plaza,Outdoors & Recreation,,,,,,,,
1561,1680,Italian Restaurant,Restaurant,,,,,,,,
1562,1681,Italian Restaurant,Coffee Shop,,,,,,,,
1563,1682,Bakery,Café,,,,,,,,
1564,1683,Athletics & Sports,Nightlife Spot,French Restaurant,,,,,,,
1565,1684,Nightlife Spot,Athletics & Sports,Bar,Food,,,,,,
1566,1685,Food,Nightlife Spot,Bar,Hotel,,,,,,
1567,1686,Asian Restaurant,Bar,Nightlife Spot,Hotel,Restaurant,,,,,
1568,1687,Dessert Shop,Japanese Restaurant,Bar,French Restaurant,Hotel,Asian Restaurant,,,,
1569,1688,Hotel,French Restaurant,Dessert Shop,Bakery,Bar,Restaurant,,,,
1570,1689,Food,Outdoors & Recreation,Bar,Italian Restaurant,Hotel,French Restaurant,Restaurant,,,
1571,1690,Outdoors & Recreation,Bar,Japanese Restaurant,Hotel,French Restaurant,Food,,,,
1572,1691,Bar,Restaurant,French Restaurant,Shop & Service,Hotel,Café,Food & Drink Shop,Dessert Shop,Italian Restaurant,Plaza
1573,1692,French Restaurant,Food & Drink Shop,Restaurant,Shop & Service,Plaza,Bar,Hotel,Bakery,Italian Restaurant,Food
1574,1693,Coffee Shop,French Restaurant,Shop & Service,Hotel,Food & Drink Shop,Food,Plaza,Bakery,Café,Restaurant
1575,1694,Coffee Shop,Food,Shop & Service,Italian Restaurant,French Restaurant,Asian Restaurant,Japanese Restaurant,Hotel,Bar,Café
1576,1695,Food,Asian Restaurant,Bar,Café,Coffee Shop,French Restaurant,Department Store,Restaurant,Shop & Service,Hotel
1577,1696,Clothing Store,Shop & Service,Food,Bar,French Restaurant,Bakery,Café,Chinese Restaurant,Coffee Shop,Department Store
1578,1697,Bar,Shop & Service,Italian Restaurant,French Restaurant,Food,Athletics & Sports,Bakery,Breakfast Spot,Clothing Store,Restaurant
1579,1698,Asian Restaurant,Bar,Restaurant,Hotel,Food & Drink Shop,Bakery,Breakfast Spot,Coffee Shop,Creperie,Food
1580,1699,Hotel,Bar,Shop & Service,Food & Drink Shop,Asian Restaurant,Nightlife Spot,Restaurant,Athletics & Sports,Bakery,Coffee Shop
1581,1700,Restaurant,Asian Restaurant,Coffee Shop,Athletics & Sports,Italian Restaurant,Food & Drink Shop,Bar,Nightlife Spot,Café,French Restaurant
1582,1701,Restaurant,Coffee Shop,Asian Restaurant,French Restaurant,Bar,Food,Café,Food & Drink Shop,Dessert Shop,Italian Restaurant
1583,1702,Bar,Restaurant,French Restaurant,Asian Restaurant,Coffee Shop,Italian Restaurant,Food & Drink Shop,Food,,
1584,1703,Bar,Italian Restaurant,Chinese Restaurant,French Restaurant,,,,,,
1585,1704,Bakery,Bar,Japanese Restaurant,Italian Restaurant,Café,Chinese Restaurant,Food & Drink Shop,Food,,
1586,1705,Café,Bar,Food,Plaza,Bakery,French Restaurant,Food & Drink Shop,,,
1587,1706,Bar,Café,Asian Restaurant,Bakery,Hotel,Food,,,,
1588,1707,Japanese Restaurant,Asian Restaurant,Bakery,Bar,Hotel,Food & Drink Shop,,,,
1589,1708,Japanese Restaurant,Bar,Food & Drink Shop,Plaza,Bakery,Nightlife Spot,French Restaurant,Food,,
1590,1709,Plaza,Bakery,Nightlife Spot,Bar,Café,French Restaurant,Food,,,
1591,1710,Dessert Shop,Plaza,Hotel,Clothing Store,,,,,,
1592,1712,Athletics & Sports,Café,,,,,,,,
1593,1713,Café,Food & Drink Shop,,,,,,,,
1594,1714,Café,,,,,,,,,
1595,1715,Restaurant,,,,,,,,,
1596,1716,French Restaurant,Restaurant,,,,,,,,
1597,1717,Shop & Service,French Restaurant,,,,,,,,
1598,1718,Shop & Service,French Restaurant,,,,,,,,
1599,1720,Restaurant,Coffee Shop,,,,,,,,
1600,1721,Hotel,Asian Restaurant,Bakery,Japanese Restaurant,Café,Coffee Shop,,,,
1601,1722,Hotel,Asian Restaurant,Chinese Restaurant,Japanese Restaurant,Café,Coffee Shop,,,,
1602,1723,Asian Restaurant,Food,Creperie,Pharmacy,Bar,Japanese Restaurant,Italian Restaurant,Coffee Shop,,
1603,1724,Food,Japanese Restaurant,Asian Restaurant,Pharmacy,Bakery,Bar,Italian Restaurant,Hotel,Creperie,
1604,1725,Asian Restaurant,Plaza,Japanese Restaurant,French Restaurant,,,,,,
1605,1726,Outdoors & Recreation,Bar,Italian Restaurant,French Restaurant,Restaurant,,,,,
1606,1727,Italian Restaurant,Restaurant,Outdoors & Recreation,Bar,Coffee Shop,,,,,
1607,1728,Café,Italian Restaurant,French Restaurant,Coffee Shop,,,,,,
1608,1729,Bakery,French Restaurant,Nightlife Spot,Café,Hotel,,,,,
1609,1730,French Restaurant,Athletics & Sports,Bakery,Nightlife Spot,Hotel,,,,,
1610,1731,Nightlife Spot,Bar,,,,,,,,
1611,1732,Nightlife Spot,Bar,,,,,,,,
1612,1733,Hotel,French Restaurant,Asian Restaurant,Coffee Shop,Bakery,Bar,Nightlife Spot,Japanese Restaurant,Food,Restaurant
1613,1734,Hotel,French Restaurant,Bakery,Food,Dessert Shop,Bar,Coffee Shop,Asian Restaurant,Italian Restaurant,Plaza
1614,1735,Hotel,French Restaurant,Bakery,Dessert Shop,Creperie,Plaza,Bar,Italian Restaurant,Café,
1615,1736,French Restaurant,Food,Hotel,Japanese Restaurant,Café,Restaurant,,,,
1616,1737,Bar,Clothing Store,French Restaurant,Food,,,,,,
1617,1738,Plaza,Bar,Food,Dessert Shop,Hotel,Clothing Store,French Restaurant,Asian Restaurant,Japanese Restaurant,
1618,1739,Bar,Food,Plaza,Restaurant,Asian Restaurant,Athletics & Sports,Japanese Restaurant,Hotel,Café,
1619,1740,Bar,Food,French Restaurant,Restaurant,Coffee Shop,Bakery,Café,Hotel,Food & Drink Shop,
1620,1741,Hotel,French Restaurant,Restaurant,Café,Food,Shop & Service,Italian Restaurant,,,
1621,1742,Food,,,,,,,,,
1622,1743,Chinese Restaurant,Hotel,French Restaurant,Coffee Shop,,,,,,
1623,1744,French Restaurant,Bar,Food,Italian Restaurant,Shop & Service,Bakery,Chinese Restaurant,Coffee Shop,Asian Restaurant,
1624,1745,French Restaurant,Bakery,Shop & Service,Bar,Restaurant,Japanese Restaurant,Italian Restaurant,Food & Drink Shop,Food,Creperie
1625,1746,Bar,French Restaurant,Restaurant,Food & Drink Shop,Food,Shop & Service,Athletics & Sports,Japanese Restaurant,Italian Restaurant,
1626,1747,Restaurant,Food & Drink Shop,French Restaurant,Bar,Italian Restaurant,Dessert Shop,Athletics & Sports,Bakery,Coffee Shop,Food
1627,1748,Restaurant,Food & Drink Shop,French Restaurant,Dessert Shop,Bakery,Bar,Coffee Shop,Asian Restaurant,,
1628,1749,Bar,Restaurant,Food & Drink Shop,,,,,,,
1629,1750,Bar,French Restaurant,Food,Plaza,Japanese Restaurant,Italian Restaurant,Food & Drink Shop,Restaurant,Chinese Restaurant,
1630,1751,French Restaurant,Food,Bar,Japanese Restaurant,Italian Restaurant,Café,Food & Drink Shop,Restaurant,Chinese Restaurant,
1631,1752,Café,Food,Shop & Service,Plaza,Bar,Food & Drink Shop,Restaurant,,,
1632,1753,Café,Shop & Service,Plaza,Hotel,Food,,,,,
1633,1754,Food & Drink Shop,Bar,Japanese Restaurant,Hotel,French Restaurant,,,,,
1634,1755,Bar,French Restaurant,Japanese Restaurant,Food & Drink Shop,Café,Plaza,Hotel,Food,,
1635,1756,Food,Bar,French Restaurant,Café,Plaza,Japanese Restaurant,Italian Restaurant,Clothing Store,,
1636,1757,Food,Plaza,Italian Restaurant,Clothing Store,,,,,,
1637,1758,Plaza,Bakery,Hotel,,,,,,,
1638,1759,Athletics & Sports,Café,Food,,,,,,,
1639,1760,Café,Food,,,,,,,,
1640,1761,Café,Food & Drink Shop,,,,,,,,
1641,1762,Hotel,,,,,,,,,
1642,1763,Hotel,French Restaurant,,,,,,,,
1643,1764,French Restaurant,,,,,,,,,
1644,1766,Shop & Service,Japanese Restaurant,Food,Restaurant,,,,,,
1645,1767,Asian Restaurant,Hotel,Café,,,,,,,
1646,1768,Hotel,Asian Restaurant,Japanese Restaurant,Café,,,,,,
1647,1769,Pharmacy,Japanese Restaurant,Italian Restaurant,Restaurant,,,,,,
1648,1770,Japanese Restaurant,Food,Pharmacy,Bakery,French Restaurant,Restaurant,,,,
1649,1771,French Restaurant,Food,Asian Restaurant,Bakery,Japanese Restaurant,Café,Hotel,Restaurant,,
1650,1772,Food,Shop & Service,Italian Restaurant,Bar,Café,Restaurant,French Restaurant,Asian Restaurant,Japanese Restaurant,
1651,1773,Café,Shop & Service,Bar,Italian Restaurant,French Restaurant,Coffee Shop,Restaurant,,,
1652,1774,French Restaurant,,,,,,,,,
1653,1775,Bakery,Nightlife Spot,French Restaurant,Food,Hotel,,,,,
1654,1776,Bakery,Food,Nightlife Spot,Hotel,French Restaurant,,,,,
1655,1777,Nightlife Spot,,,,,,,,,
1656,1778,Bar,Nightlife Spot,French Restaurant,,,,,,,
1657,1779,Food,Hotel,French Restaurant,Shop & Service,Pharmacy,Bakery,Bar,Coffee Shop,,
1658,1780,Food,Hotel,French Restaurant,Coffee Shop,Bakery,Bar,Japanese Restaurant,Italian Restaurant,,
1659,1781,French Restaurant,Food,Hotel,Bar,Plaza,Outdoors & Recreation,Japanese Restaurant,Italian Restaurant,Restaurant,Creperie
1660,1782,Bar,French Restaurant,Food,Restaurant,Bakery,Outdoors & Recreation,Italian Restaurant,Hotel,Food & Drink Shop,Café
1661,1783,Food,Shop & Service,Italian Restaurant,Bar,Clothing Store,Asian Restaurant,,,,
1662,1784,Bar,Shop & Service,Italian Restaurant,Clothing Store,Food,French Restaurant,Athletics & Sports,Asian Restaurant,Japanese Restaurant,
1663,1785,Bar,Food,Shop & Service,Restaurant,Japanese Restaurant,French Restaurant,Athletics & Sports,Café,Asian Restaurant,Italian Restaurant
1664,1786,Bar,Food,French Restaurant,Restaurant,Shop & Service,Coffee Shop,Japanese Restaurant,Italian Restaurant,Hotel,Café
1665,1787,French Restaurant,Restaurant,Hotel,Coffee Shop,Dessert Shop,Athletics & Sports,Bakery,Bar,,
1666,1788,Restaurant,,,,,,,,,
1667,1789,Bar,French Restaurant,Coffee Shop,,,,,,,
1668,1790,French Restaurant,Bakery,Bar,Food,Restaurant,Coffee Shop,Shop & Service,,,
1669,1791,French Restaurant,Food,Bakery,Bar,Restaurant,Shop & Service,Athletics & Sports,Food & Drink Shop,Coffee Shop,
1670,1792,Bar,French Restaurant,Athletics & Sports,Food,Asian Restaurant,Italian Restaurant,Food & Drink Shop,Restaurant,Creperie,
1671,1793,French Restaurant,Bar,Food & Drink Shop,Restaurant,Asian Restaurant,Athletics & Sports,Bakery,Italian Restaurant,Food,Creperie
1672,1794,French Restaurant,Food & Drink Shop,Dessert Shop,,,,,,,
1673,1795,Restaurant,,,,,,,,,
1674,1796,French Restaurant,Bar,Food,Asian Restaurant,Restaurant,Plaza,Food & Drink Shop,,,
1675,1797,Bar,French Restaurant,Plaza,Food,Restaurant,,,,,
1676,1798,Shop & Service,Athletics & Sports,Outdoors & Recreation,Bar,French Restaurant,Restaurant,,,,
1677,1799,Shop & Service,Athletics & Sports,French Restaurant,Restaurant,,,,,,
1678,1800,Athletics & Sports,French Restaurant,,,,,,,,
1679,1801,French Restaurant,Japanese Restaurant,Food & Drink Shop,Athletics & Sports,Nightlife Spot,Hotel,Café,,,
1680,1802,Japanese Restaurant,French Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Food,Café,,,
1681,1803,Bar,Bakery,Italian Restaurant,Hotel,Food,Restaurant,,,,
1682,1804,Bakery,Bar,Café,Hotel,Food & Drink Shop,Restaurant,,,,
1683,1805,Shop & Service,Food & Drink Shop,Food,,,,,,,
1684,1806,Hotel,,,,,,,,,
1685,1807,Bakery,Café,Hotel,Food & Drink Shop,,,,,,
1686,1808,Bakery,Hotel,Food & Drink Shop,,,,,,,
1687,1809,Asian Restaurant,Bakery,Japanese Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Food,,,
1688,1810,Food,Asian Restaurant,Japanese Restaurant,Italian Restaurant,Food & Drink Shop,,,,,
1689,1811,Plaza,,,,,,,,,
1690,1812,Shop & Service,Outdoors & Recreation,Hotel,,,,,,,
1691,1813,Shop & Service,Outdoors & Recreation,Asian Restaurant,,,,,,,
1692,1814,Asian Restaurant,,,,,,,,,
1693,1815,Restaurant,,,,,,,,,
1694,1816,Restaurant,,,,,,,,,
1695,1817,Food,Café,Shop & Service,Coffee Shop,Bar,Italian Restaurant,Hotel,French Restaurant,Food & Drink Shop,Restaurant
1696,1818,Food,Shop & Service,Bar,French Restaurant,Café,Clothing Store,Coffee Shop,Food & Drink Shop,Asian Restaurant,Italian Restaurant
1697,1819,Bar,Café,Shop & Service,Plaza,French Restaurant,Coffee Shop,,,,
1698,1820,Plaza,Nightlife Spot,Bar,Café,Restaurant,,,,,
1699,1821,Nightlife Spot,Food,Restaurant,,,,,,,
1700,1822,Nightlife Spot,Food,,,,,,,,
1701,1823,Bar,,,,,,,,,
1702,1824,Bar,French Restaurant,,,,,,,,
1703,1825,Coffee Shop,Dessert Shop,Food,Pharmacy,Café,Hotel,French Restaurant,,,
1704,1826,Food,Coffee Shop,Dessert Shop,French Restaurant,Hotel,Café,Shop & Service,Pharmacy,,
1705,1827,French Restaurant,Bar,Food,Outdoors & Recreation,Japanese Restaurant,Italian Restaurant,Restaurant,Chinese Restaurant,,
1706,1828,Bar,French Restaurant,Food & Drink Shop,Bakery,Italian Restaurant,Restaurant,Coffee Shop,Plaza,Outdoors & Recreation,
1707,1829,Bar,Restaurant,Italian Restaurant,French Restaurant,Asian Restaurant,Food & Drink Shop,Coffee Shop,Bakery,Food,
1708,1830,Bar,Restaurant,Italian Restaurant,Clothing Store,French Restaurant,Shop & Service,Food,Asian Restaurant,,
1709,1831,Bar,Food,Italian Restaurant,French Restaurant,Clothing Store,Restaurant,Shop & Service,,,
1710,1832,Bar,Food,Italian Restaurant,French Restaurant,Restaurant,Shop & Service,Clothing Store,Coffee Shop,Dessert Shop,Japanese Restaurant
1711,1833,Coffee Shop,Japanese Restaurant,Food,Dessert Shop,Athletics & Sports,Bakery,Bar,Breakfast Spot,Italian Restaurant,French Restaurant
1712,1834,Dessert Shop,Athletics & Sports,Bar,Nightlife Spot,French Restaurant,Restaurant,,,,
1713,1835,Bar,French Restaurant,Café,Restaurant,Food & Drink Shop,,,,,
1714,1836,Bar,Coffee Shop,Café,French Restaurant,Food,,,,,
1715,1837,Bar,Food,Restaurant,Shop & Service,French Restaurant,Coffee Shop,Food & Drink Shop,Asian Restaurant,Japanese Restaurant,Nightlife Spot
1716,1838,Bar,Food,Restaurant,Asian Restaurant,Nightlife Spot,Japanese Restaurant,French Restaurant,,,
1717,1839,Bar,French Restaurant,Asian Restaurant,Food,Creperie,Nightlife Spot,Food & Drink Shop,,,
1718,1840,Asian Restaurant,,,,,,,,,
1719,1841,Asian Restaurant,Bar,Chinese Restaurant,Restaurant,Food & Drink Shop,Bakery,Food,Shop & Service,Nightlife Spot,
1720,1842,Chinese Restaurant,Asian Restaurant,Bakery,Bar,Food & Drink Shop,Food,Restaurant,,,
1721,1843,Bar,Asian Restaurant,Outdoors & Recreation,French Restaurant,Food,Restaurant,,,,
1722,1844,Outdoors & Recreation,French Restaurant,Food,,,,,,,
1723,1845,French Restaurant,Restaurant,Athletics & Sports,Bakery,,,,,,
1724,1846,Athletics & Sports,,,,,,,,,
1725,1847,Hotel,Food & Drink Shop,,,,,,,,
1726,1848,Bar,Japanese Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Restaurant,,,,
1727,1849,Bar,Café,Hotel,Restaurant,,,,,,
1728,1850,Bar,Café,French Restaurant,Food & Drink Shop,Restaurant,Shop & Service,Hotel,,,
1729,1851,Food & Drink Shop,Shop & Service,Asian Restaurant,,,,,,,
1730,1852,Asian Restaurant,Pharmacy,Hotel,Food,,,,,,
1731,1853,Shop & Service,Pharmacy,Bakery,Hotel,French Restaurant,Clothing Store,,,,
1732,1855,Shop & Service,Italian Restaurant,Athletics & Sports,Asian Restaurant,,,,,,
1733,1856,Shop & Service,Italian Restaurant,Athletics & Sports,Café,Chinese Restaurant,Food,Food & Drink Shop,Asian Restaurant,,
1734,1857,Japanese Restaurant,Restaurant,,,,,,,,
1735,1858,Shop & Service,,,,,,,,,
1736,1859,,,,,,,,,,
1737,1860,Restaurant,,,,,,,,,
1738,1861,Shop & Service,Restaurant,Café,,,,,,,
1739,1862,Shop & Service,Café,Bakery,Coffee Shop,Food & Drink Shop,Food,Restaurant,,,
1740,1863,Shop & Service,Food,Bakery,Bar,Café,Italian Restaurant,Clothing Store,Food & Drink Shop,Coffee Shop,
1741,1864,Plaza,Nightlife Spot,Bar,,,,,,,
1742,1865,Nightlife Spot,Bar,,,,,,,,
1743,1866,Nightlife Spot,,,,,,,,,
1744,1867,French Restaurant,Hotel,Bakery,Nightlife Spot,,,,,,
1745,1868,French Restaurant,Bakery,Nightlife Spot,Food,,,,,,
1746,1869,Clothing Store,,,,,,,,,
1747,1870,Dessert Shop,Italian Restaurant,Coffee Shop,,,,,,,
1748,1871,Italian Restaurant,French Restaurant,Coffee Shop,Athletics & Sports,Japanese Restaurant,,,,,
1749,1872,French Restaurant,Italian Restaurant,Bar,Japanese Restaurant,Food & Drink Shop,Chinese Restaurant,,,,
1750,1873,French Restaurant,Food & Drink Shop,Asian Restaurant,Bar,Italian Restaurant,Restaurant,Coffee Shop,Plaza,Food,Chinese Restaurant
1751,1874,Bar,French Restaurant,Restaurant,Coffee Shop,Asian Restaurant,Plaza,Bakery,Italian Restaurant,Hotel,Food & Drink Shop
1752,1875,Bar,Restaurant,French Restaurant,Food,Asian Restaurant,Café,Italian Restaurant,Hotel,,
1753,1876,Bar,Food,Asian Restaurant,Restaurant,Creperie,Bakery,French Restaurant,,,
1754,1877,Food,French Restaurant,Japanese Restaurant,Asian Restaurant,Bar,Bakery,Breakfast Spot,Food & Drink Shop,Shop & Service,Hotel
1755,1878,Food,French Restaurant,Shop & Service,Hotel,Bar,Breakfast Spot,Food & Drink Shop,Asian Restaurant,Italian Restaurant,Japanese Restaurant
1756,1879,Bar,Restaurant,Dessert Shop,Nightlife Spot,Café,Hotel,Food,,,
1757,1880,Bar,Restaurant,Asian Restaurant,French Restaurant,Food,Café,Dessert Shop,Outdoors & Recreation,,
1758,1881,Restaurant,French Restaurant,Bar,Asian Restaurant,Café,Food,Shop & Service,Outdoors & Recreation,,
1759,1882,Bar,Food,Shop & Service,Restaurant,Nightlife Spot,Italian Restaurant,French Restaurant,Asian Restaurant,Japanese Restaurant,
1760,1883,Bar,Food,Restaurant,Nightlife Spot,Asian Restaurant,Japanese Restaurant,,,,
1761,1884,Bar,Food,Athletics & Sports,Restaurant,,,,,,
1762,1885,Bar,Asian Restaurant,Restaurant,Chinese Restaurant,Coffee Shop,Food,,,,
1763,1886,Asian Restaurant,Bar,Chinese Restaurant,Restaurant,Food & Drink Shop,Coffee Shop,Food,Shop & Service,,
1764,1887,Asian Restaurant,Chinese Restaurant,Bar,Bakery,French Restaurant,Food & Drink Shop,Food,Restaurant,,
1765,1888,Asian Restaurant,Japanese Restaurant,Italian Restaurant,French Restaurant,Restaurant,,,,,
1766,1889,Bakery,Italian Restaurant,French Restaurant,Restaurant,,,,,,
1767,1890,Bakery,French Restaurant,Restaurant,,,,,,,
1768,1891,French Restaurant,,,,,,,,,
1769,1892,Restaurant,Bar,French Restaurant,,,,,,,
1770,1893,French Restaurant,Restaurant,Asian Restaurant,Bar,Italian Restaurant,Hotel,Food & Drink Shop,,,
1771,1894,Bar,Food & Drink Shop,Asian Restaurant,Café,Italian Restaurant,Hotel,French Restaurant,Restaurant,,
1772,1895,Café,French Restaurant,Restaurant,Plaza,Bar,Hotel,Food & Drink Shop,,,
1773,1896,Asian Restaurant,Food & Drink Shop,Restaurant,Plaza,Hotel,Food,,,,
1774,1897,Asian Restaurant,Food,Athletics & Sports,Bakery,Clothing Store,Restaurant,Shop & Service,Pharmacy,,
1775,1898,Shop & Service,Hotel,Athletics & Sports,Bakery,Clothing Store,Restaurant,French Restaurant,Asian Restaurant,Pharmacy,
1776,1899,Asian Restaurant,,,,,,,,,
1777,1900,Shop & Service,Athletics & Sports,,,,,,,,
1778,1901,Shop & Service,Athletics & Sports,Café,Chinese Restaurant,,,,,,
1779,1902,Chinese Restaurant,,,,,,,,,
1780,1904,Restaurant,Café,,,,,,,,
1781,1905,Shop & Service,Bakery,Food,Restaurant,,,,,,
1782,1906,Shop & Service,,,,,,,,,
1783,1907,Shop & Service,,,,,,,,,
1784,1908,Breakfast Spot,,,,,,,,,
1785,1909,Outdoors & Recreation,,,,,,,,,
1786,1910,Outdoors & Recreation,Chinese Restaurant,Restaurant,,,,,,,
1787,1911,Hotel,French Restaurant,Asian Restaurant,Bakery,Chinese Restaurant,Food,Restaurant,,,
1788,1912,French Restaurant,Hotel,Nightlife Spot,Food,,,,,,
1789,1914,Bakery,Bar,Italian Restaurant,Food & Drink Shop,Coffee Shop,Restaurant,,,,
1790,1915,Asian Restaurant,French Restaurant,Restaurant,Italian Restaurant,Hotel,Athletics & Sports,Bakery,Bar,Food,Shop & Service
1791,1916,French Restaurant,Shop & Service,Athletics & Sports,Italian Restaurant,Hotel,Food,,,,
